Score	q-val	Members
0.3125	9.37	ADAMTS7	PTEN	DST	AQP7	ABCD1
0.3125	4.685	ABCD1	DST	PTEN	ADAMTS7	AQP7
0.34788732394366195	4.173333333333333	CDC27	PTEN	BIRC6
0.34788732394366195	3.13	PTEN	CDC27	BIRC6
0.34788732394366195	2.504	BIRC6	CDC27	PTEN
0.4378	4.325	CUL2	TP53	SLC25A5	NCL	SIRT1
0.4378	3.707142857142857	RAD54L2	TP53	SLC25A5	NCL	SIRT1
0.4378	3.24375	MAP1LC3A	TP53	SLC25A5	NCL	SIRT1
0.4378	2.8833333333333333	HAPLN1	TP53	SLC25A5	NCL	SIRT1
0.4378	2.5949999999999998	TMEM201	TP53	SLC25A5	NCL	SIRT1
0.4378	2.359090909090909	EEF1B2	TP53	SLC25A5	NCL	SIRT1
0.4378	2.1625	EHMT2	TP53	SLC25A5	NCL	SIRT1
0.4386	2.022307692307692	ITGA5	TP53	MEF2A	NCL	SIRT1
0.4386	1.877857142857143	NCL	TP53	MEF2A	SLC25A5	GALNS
0.442	1.8986666666666667	TSC1	TP53	MEF2A	SLC25A5	GALNS
0.443	1.799375	BAG5	TP53	NCL	MAP1B	SIRT1
0.443	1.6935294117647057	MAP1B	TP53	BAG5	NCL	SIRT1
0.443	1.5994444444444444	SP8	TP53	BAG5	NCL	SIRT1
0.4459	1.5847368421052632	RASA1	TP53	MEF2A	SLC25A5	NCL
0.4459	1.5055	PRAMEF1	TP53	RASA1	SLC25A5	NCL
0.4459	1.4338095238095239	PSPC1	TP53	SLC25A5	RASA1	SIRT1
0.4476	1.3827272727272728	MEF2A	TP53	BCAR1	SLC25A5	GALNS
0.4476	1.322608695652174	MAPK3	TP53	MEF2A	BCAR1	GALNS
0.4476	1.2675	GALNS	TP53	MEF2A	BCAR1	SLC25A5
0.4476	1.2168	BCAR1	TP53	MEF2A	SLC25A5	GALNS
0.4476	1.1700000000000002	SLC25A5	TP53	MEF2A	BCAR1	GALNS
0.4476	1.1266666666666667	TP53	MEF2A	BCAR1	SLC25A5	GALNS
0.4476	1.0864285714285715	FAM189B	TP53	BCAR1	GALNS	SLC25A5
0.4476	1.0489655172413794	LMAN1	MAPK3	TP53	BCAR1	SIRT1
0.4476	1.014	CASP4	TP53	BCAR1	GALNS	SLC25A5
0.4476	0.9812903225806452	LARP7	TP53	BCAR1	GALNS	SLC25A5
0.4476	0.950625	SIRT1	TP53	MEF2A	BCAR1	SLC25A5
0.5172413793103449	1.2827272727272727	HSP90AB1	CDC27	BIRC6
0.5238095238095238	1.2935294117647058	BCLAF1	CDC27	PTEN
0.5757575757575758	1.7137142857142855	RAP1GAP2	TP53	NCL	SIRT1	DSTN
0.7333333333333333	3.2933333333333334	URGCP	CDC27	PTEN
0.8367346938775511	3.8383783783783785	FFAR1	PABPC1	DST
0.8367346938775511	3.737368421052632	DST	PABPC1	FFAR1
0.9090909090909091	3.8243589743589745	PCDH1	CDC27	PTEN
0.9216	3.74225	DNHD1	PTEN	HNF1A	SP8	BAG5
0.9655172413793104	3.6658536585365855	HECTD1	HSP90AB1	CDC27
0.9966	3.581428571428571	AGRN	PABPC1	GALNS
0.9971830985915493	3.4981395348837205	PABPC1	BIRC6
1.0	6.636136363636364	S100A4	CDC27
1.0	6.488666666666667	RAB3GAP1	MAPK3
1.0	6.347608695652174	FAM20C	TP53
1.0	6.212553191489362	DNAJB12	SDHA
1.0	6.083125	AQP7	TP53
1.0	5.9589795918367345	SYT7	TP53
1.0	5.8398	MAP3K7	HLA-A
1.0	5.725294117647059	HOOK1	TP53
1.0	5.615192307692308	ACBD3	TP53
1.0	5.509245283018868	ATP2B4	TP53
1.0	5.407222222222223	WWP1	PABPC1
1.0	5.308909090909091	CEP290	DST
1.0	5.214107142857143	STAM	PTEN
1.0	5.122631578947368	ERAP2	TP53
1.0	5.0343103448275865	RPL11	TP53
1.0	4.948983050847458	OXR1	PTEN
1.0	4.8665	ST20	PABPC1
1.0	4.78672131147541	LPCAT3	PTEN
1.0	4.7095161290322585	BRAP	TP53
1.0	4.634761904761905	EBPL	DST
1.0	4.56234375	LETM1	TP53
1.0	4.492153846153847	MED17	PABPC1
1.0	4.424090909090909	FBXL5	HNF1A
1.0	4.358059701492538	MNT	DST
1.0	4.293970588235294	PDE4DIP	PTEN
1.0	4.231739130434783	UNC13B	SNAPIN
1.0	4.171285714285714	DEAF1	TP53
1.0	4.1125352112676055	IL1R1	PABPC1
1.0	4.055416666666667	SLC2A10	CDC27
1.0	3.99986301369863	NPRL3	TP53
1.0	3.9458108108108108	SCRIB	DST
1.0	3.8932	HADHB	PTEN
1.0	3.8419736842105263	SERINC3	TP53
1.0	3.7920779220779224	NOM1	TP53
1.0	3.7434615384615384	DMD	TP53
1.0	3.696075949367089	OBSL1	PTEN
1.0	3.649875	PRPF40B	EBPL
1.0	3.604814814814815	HIP1	DST
1.0	3.5608536585365855	CNKSR1	TP53
1.0	3.5179518072289158	OSBPL8	PTEN
1.0	3.4760714285714287	KLF15	DST
1.0	3.4351764705882353	ATP13A2	PTEN
1.0	3.395232558139535	ATM	PABPC1
1.0	3.356206896551724	NOTCH1	CDC27
1.0	3.318068181818182	SYNE1	DST
1.0	3.2807865168539325	GGT7	TP53
1.0	3.2443333333333335	EPS8	TP53
1.0	3.2086813186813186	MLYCD	HLA-A
1.0	3.173804347826087	ARF3	PABPC1
1.0	3.1396774193548387	NIPSNAP1	RNPEP
1.0	3.106276595744681	TNK2	TP53
1.0	3.073578947368421	TRAFD1	PTEN
1.0	3.0415625	AHSA1	PTEN
1.0	3.0102061855670104	HNF1B	PTEN
1.0	2.9794897959183673	ZBTB33	TP53
1.0	2.9493939393939397	HNF1A	TP53
1.0	2.9199	LDLR	DST
1.0	2.890990099009901	ARSK	TP53
1.0	2.8626470588235295	CAMKK2	PABPC1
1.0	2.834854368932039	FXN	PABPC1
1.0	2.807596153846154	IL4R	TP53
1.0	2.780857142857143	SEMA3C	CDC27
1.0	2.754622641509434	RBM47	TP53
1.0	2.728878504672897	CEACAM5	TP53
1.0	2.7036111111111114	LMOD1	TP53
1.0	2.6788073394495413	ARHGAP11A	PTEN
1.0	2.6544545454545454	TOP2B	TP53
1.0	2.6305405405405407	IL13RA1	PTEN
1.0	2.6070535714285716	DOCK10	PTEN
1.0	2.583982300884956	SIK1	DST
1.0	2.561315789473684	MYC	TP53
1.0	2.5390434782608695	GOLGA4	PTEN
1.0	2.5171551724137933	SIK2	TP53
1.0	2.4956410256410257	ZFP36	PABPC1
1.0	2.474491525423729	ABCE1	TP53
1.0	2.4536974789915966	RBBP5	DFFA
1.0	2.43325	CLMN	TP53
1.0	2.4131404958677685	ARHGEF18	PTEN
1.0	2.393360655737705	DECR1	PTEN
1.0	2.3739024390243904	RBBP6	TP53
1.0	2.3547580645161292	EIF4A3	TP53
1.0	2.33592	EAPP	TP53
1.0	2.3173809523809523	SIAH2	DST
1.0	2.2991338582677168	CLOCK	CDC27
1.0	2.281171875	RNPEP	TP53
1.0	2.2634883720930232	MON1A	MAPK3
1.0	2.2460769230769233	PTOV1	PTEN
1.0	2.2289312977099236	NOB1	TP53
1.0	2.2120454545454544	PCOLCE	EBPL
1.0	2.1954135338345866	SFT2D1	TP53
1.0	2.179029850746269	DHCR7	DST
1.0	2.162888888888889	FAT1	PTEN
1.0	2.146985294117647	PKD2	TP53
1.0	2.1313138686131388	SLC4A8	DST
1.0	2.1158695652173916	CC2D1B	DEAF1
1.0	2.1006474820143883	PRKAA1	PTEN
1.0	2.085642857142857	MTMR9	PTEN
1.0	2.0708510638297875	RPIA	TP53
1.0	2.0562676056338027	MLLT6	TP53
1.0	2.041888111888112	KNDC1	PABPC1
1.0	2.0277083333333334	FOXD4	NOTCH1
1.0	2.0137241379310344	PDK2	PTEN
1.0	1.999931506849315	HIST1H2BD	TP53
1.0	1.986326530612245	SELL	PTEN
1.0	1.9729054054054054	NASP	ATM
1.0	1.9596644295302015	CLDN23	PTEN
1.0	1.9466	SDHA	HLA-A
1.0	1.9337086092715232	NRAS	TP53
1.0	1.9209868421052632	SAMD5	TP53
1.0	1.9084313725490196	KCMF1	PTEN
1.0	1.8960389610389612	PHF5A	TP53
1.0	1.8838064516129034	UBLCP1	TP53
1.0	1.8717307692307692	ILKAP	PTEN
1.0	1.8598089171974523	TSPO	PABPC1
1.0	1.8480379746835445	OCLN	HLA-A
1.0	1.8364150943396227	RNMT	PABPC1
1.0	1.8249375	CHMP4C	RASA1
1.0	1.8136024844720497	RBM15B	TP53
1.0	1.8024074074074075	UBQLN1	TP53
1.0	1.7913496932515338	IQGAP1	CDC27
1.0	1.7804268292682928	SLC2A8	CDC27
1.0	1.7696363636363637	ATG7	PABPC1
1.0	1.7589759036144579	ZNF185	TP53
1.0	1.7484431137724552	RC3H2	TP53
1.0	1.7380357142857144	RBCK1	PTEN
1.0	1.7277514792899409	DND1	TP53
1.0	1.7175882352941176	PARD3B	TP53
1.0	1.7075438596491228	RBM10	MAVS
1.0	1.6976162790697675	SLCO4A1	TP53
1.0	1.6878034682080925	DFFA	PTEN
1.0	1.678103448275862	CHAC1	PTEN
1.0	1.6685142857142858	HLA-A	SDHA
1.0	1.659034090909091	HDAC11	TP53
1.0	1.6496610169491526	NUPL2	NOTCH1
1.0	1.6403932584269663	FOXN3	NOTCH1
1.0	1.6312290502793296	STK3	TP53
1.0	1.6221666666666668	SMARCA5	TP53
1.0	1.6132044198895028	SNRPA	DST
1.0	1.6043406593406593	SPTB	TP53
1.0	1.5955737704918034	SEPT9	PTEN
1.0	1.5869021739130436	MAVS	TP53
1.0	1.5783243243243243	HMGB2	PTEN
1.0	1.5698387096774193	ARFGAP3	PTEN
1.0	1.5614438502673798	BBS5	PTEN
1.0	1.5531382978723405	DIAPH1	PTEN
1.0	1.544920634920635	STK10	PTEN
1.0	1.5367894736842105	TTC9	TP53
1.0	1.5287434554973822	HDGF	TP53
1.0	1.52078125	SNX1	DST
1.0	1.512901554404145	IL32	HLA-A
1.0	1.5051030927835052	GIPC1	TP53
1.0	1.4973846153846155	ORAOV1	TP53
1.0	1.4897448979591836	ABCA1	TP53
1.0	1.4821827411167514	NHS	TP53
1.0	1.4746969696969698	ATF2	TP53
1.0	1.4672864321608041	RBX1	TP53
1.0	1.45995	RASAL2	TP53
1.0	1.452686567164179	PTK2	TP53
1.0	1.4454950495049506	AKT1S1	TP53
1.0	1.4383743842364531	MTCH2	TP53
1.0	1.4313235294117648	CSAD	TP53
1.0	1.4243414634146343	GFM1	TP53
1.0	1.4174271844660196	SNF8	PTEN
1.0	1.4105797101449276	LMTK3	EBPL
1.0	1.403798076923077	HOXA9	TP53
1.0	1.3970813397129187	SRGN	AGRN
1.0	1.3904285714285716	P4HB	TP53
1.0	1.3838388625592417	UBXN11	TP53
1.0	1.377311320754717	PTPN3	TP53
1.0	1.3708450704225352	EFEMP2	PTEN
1.0	1.3644392523364486	CD276	HLA-A
1.0	1.358093023255814	HEATR1	PABPC1
1.0	1.3518055555555557	SNAPIN	TP53
1.0	1.3455760368663594	SLC6A17	CDC27
1.0	1.3394036697247707	DPPA3	PTEN
1.0	1.3332876712328767	TBC1D24	RASA1
1.0	1.3272272727272727	CDKN1A	CDC27
1.0	1.3212217194570137	CDKN1B	TP53
1.0	1.3152702702702703	UCP2	PTEN
1.0	1.309372197309417	HSPD1	HLA-A
1.0	1.3035267857142858	MERTK	TP53
1.0	1.2977333333333334	CEND1	AHI1
1.0	1.291991150442478	GRB7	PTEN
1.0	1.2862995594713658	RAI1	CEACAM5
1.0	1.280657894736842	IMPA1	CDC27
1.0	1.275065502183406	HEXA	PTEN
1.0	1.2695217391304348	HPS1	PABPC1
1.0	1.264025974025974	PPIP5K1	TP53
1.0	1.2585775862068966	PIP5K1C	PTEN
1.0	1.2531759656652361	PPOX	CYP20A1
1.0	1.2478205128205129	DSTN	TP53
1.0	1.2425106382978723	NBPF1	TP53
1.0	1.2372457627118645	RTF1	HSP90AB1
1.0	1.2320253164556962	SRD5A3	PTEN
1.0	1.2268487394957983	CDK12	TP53
