Score	q-val	Members
3.906156513035699E-21	0.0	EGFR	IDH1
3.906156513035699E-21	0.0	IDH1	EGFR
2.4527029267898573E-20	0.0	PTEN	IDH1
5.98839585260736E-13	0.0	TP53	CIC
5.98839585260736E-13	0.0	CIC	TP53
1.9205213666923335E-11	0.0	ATRX	EGFR	CIC
6.867288738312306E-8	0.0	IDH2	IDH1	EGFR	PTEN
2.1382294519587993E-6	0.0	FUBP1	TP53	EGFR
3.0E-4	0.0011111111111111111	NF1	IDH1	EGFR
4.0E-4	0.001	PIK3CA	PTEN	ATRX
9.0E-4	0.0018181818181818182	RB1	IDH1	IDH2
0.0010976071073917776	0.0016666666666666668	DSG3	IDH1	EGFR	NF1	IDH2
0.0057	0.02153846153846154	STAG2	IDH1	RB1	IDH2
0.0064	0.02142857142857143	NOTCH1	EGFR	TP53
0.0079	0.030000000000000002	BRAF	IDH1	EGFR	IDH2	DSG3
0.0082	0.02875	AMPD1	IDH1	EGFR	NF1	IDH2
0.0107	0.05235294117647059	GABRA1	IDH1	NF1	IDH2	PDGFRA
0.0125	0.08055555555555555	PABPC3	IDH1	EGFR	PTEN	IDH2
0.0145	0.09	DST	TP53	CIC	EGFR
0.0165	0.089	PROKR2	IDH1	RB1	IDH2	PDGFRA
0.0182	0.09142857142857143	PDGFRA	IDH1	PTEN	IDH2
0.0248	0.11	OR52M1	IDH1	PTEN	IDH2	PDGFRA
0.025853154084798345	0.11043478260869566	PIP4K2C	IDH1	PTEN	IDH2	PDGFRA
0.0271	0.11125	USP6	IDH1	PTEN	IDH2	NLRP5
0.0271	0.10679999999999999	NLRP5	IDH1	PTEN	IDH2	USP6
0.0289	0.11192307692307693	MAP1S	IDH1	PTEN	IDH2	USP6
0.0305	0.11518518518518518	TRPM2	IDH1	NF1	RB1	IDH2
0.0319	0.11607142857142858	DOCK5	ATRX	CIC	NF1
0.031938677738741615	0.11206896551724138	ZNF814	IDH1	EGFR	NF1	IDH2
0.035211267605633804	0.12666666666666665	OAS2	IDH1	EGFR	NF1	IDH2
