Score	q-val	Members
0.45454545454545453	4.11	CDC27	MET	FAT1	CDKN2B	SMARCB1
0.45454545454545453	2.055	FAT1	MET	CDKN2B	CDC27	SMARCB1
0.45454545454545453	1.37	CDKN2B	MET	FAT1	CDC27	SMARCB1
0.45454545454545453	1.0275	SMARCB1	MET	FAT1	CDC27	CDKN2B
0.45454545454545453	0.8220000000000001	MET	FAT1	CDKN2B	CDC27	SMARCB1
0.5	0.8666666666666667	HGS	MET	FAT1	DOT1L	NOTCH1
0.5	0.7428571428571429	EEF2K	MET	FAT1	CDKN2B	SMARCB1
0.5	0.65	DOT1L	MET	FAT1	HGS	NOTCH1
0.5461	0.68	CPEB4	MET	FAT1	TDG	PITRM1
0.5461	0.612	PITRM1	MET	FAT1	TDG	CPEB4
0.5461	0.5563636363636364	TDG	MET	FAT1	CPEB4	PITRM1
0.55	0.5141666666666667	STOML2	MET	FAT1	TDG	NOTCH1
0.55	0.4746153846153846	ELF3	MET	FAT1	DOT1L	NOTCH1
0.55	0.4407142857142857	MITF	MET	FAT1	DOT1L	NOTCH1
0.55	0.41133333333333333	LRRFIP1	MET	FAT1	TDG	NOTCH1
0.6111111111111112	0.464375	DNMT3A	MET	SETD2	PTEN	PARG
0.6111111111111112	0.4370588235294117	PTEN	MET	SETD2	DNMT3A	PARG
0.6111111111111112	0.41277777777777774	SETD2	MET	PTEN	DNMT3A	PARG
0.7193	0.5021052631578947	FCGR2A	MET	PCF11	TDG	DNMT3A
0.72	0.477	PCF11	MET	HGS	PTEN	DNMT3A
0.7407	0.47095238095238096	PRMT2	MET	SETD2	PTEN	DNMT3A
0.9090909090909091	0.6195454545454546	INADL	PARD6B
0.9090909090909091	0.592608695652174	PARD6B	INADL
0.9934448462929476	0.63125	MKL1	MET	PITRM1
1.0	12.67	SCPEP1	NF2
1.0	12.182692307692308	ADCY3	MET
1.0	11.731481481481481	ATP1B1	NFE2L2
1.0	11.3125	LTBP1	MET
1.0	10.922413793103448	VAPB	MET
1.0	10.558333333333334	LTBP4	MET
1.0	10.21774193548387	FAM20C	MET
1.0	9.8984375	ITSN2	MET
1.0	9.598484848484848	OGDH	NF2
1.0	9.316176470588236	MAP3K7	FAT1
1.0	9.05	ACTG1	MET
1.0	8.79861111111111	CUL3	SETD2
1.0	8.56081081081081	DCPS	ACTB
1.0	8.335526315789474	AGPS	NF2
1.0	8.121794871794872	INCENP	CLTC
1.0	7.91875	WWP1	SETD2
1.0	7.725609756097561	COL4A3BP	ACTB
1.0	7.541666666666667	KCNK5	ACTB
1.0	7.366279069767442	RSPH3	SETD2
1.0	7.198863636363637	STAG2	TDG
1.0	7.038888888888889	TYRO3	MET
1.0	6.885869565217392	F12	MET
1.0	6.73936170212766	PTPRM	NF2
1.0	6.598958333333333	VANGL1	MET
1.0	6.464285714285714	CIZ1	TP53
1.0	6.335	LYRM4	NOTCH1
1.0	6.21078431372549	OPTN	MET
1.0	6.091346153846154	CTNNA1	MET
1.0	5.976415094339623	FARP2	MET
1.0	5.8657407407407405	RFC5	MET
1.0	5.759090909090909	SSTR2	MET
1.0	5.65625	EIF2AK1	MET
1.0	5.557017543859649	PRDM9	SETD2
1.0	5.461206896551724	MED16	ACTB
1.0	5.36864406779661	ACAP1	MET
1.0	5.279166666666667	BHMT	MTRR
1.0	5.192622950819672	CMIP	MET
1.0	5.108870967741935	MYEOV2	MET
1.0	5.027777777777778	MAPK7	MET
1.0	4.94921875	GIGYF2	MET
1.0	4.873076923076923	ACAA1	REPIN1
1.0	4.799242424242424	ADD1	ACTB
1.0	4.727611940298507	DBNDD1	MET
1.0	4.658088235294118	CRTC2	FAT1
1.0	4.590579710144928	AHCY	SETD2
1.0	4.525	ENPP1	MET
1.0	4.461267605633803	PFKFB3	MET
1.0	4.399305555555555	PTH1R	MET
1.0	4.339041095890411	NFKBIA	MET
1.0	4.280405405405405	ASAP3	MET
1.0	4.223333333333334	C12orf57	MET
1.0	4.167763157894737	ANGEL1	REPIN1
1.0	4.113636363636363	TJAP1	CAPN5
1.0	4.060897435897436	URGCP	MET
1.0	4.0094936708860756	KRAS	MET
1.0	3.959375	NUP50	NF2
1.0	3.9104938271604937	GALNS	MET
1.0	3.8628048780487805	PBRM1	MET
1.0	3.816265060240964	FCHO2	ACTB
1.0	3.7708333333333335	ARHGEF10L	MET
1.0	3.726470588235294	COL18A1	FAT1
1.0	3.683139534883721	OSBPL5	MAP3K7
1.0	3.6408045977011496	MAML1	NF2
1.0	3.5994318181818183	CREBBP	FAT1
1.0	3.558988764044944	AGBL5	NF2
1.0	3.5194444444444444	DDX1	TP53
1.0	3.480769230769231	DUSP23	MET
1.0	3.442934782608696	HGD	MET
1.0	3.4059139784946235	SKI	NF2
1.0	3.36968085106383	CDC20	FAT1
1.0	3.3342105263157893	FNIP2	CEBPA
1.0	3.2994791666666665	NOTCH1	MET
1.0	3.265463917525773	ADAP2	NF2
1.0	3.232142857142857	DMTF1	REPIN1
1.0	3.1994949494949494	MZF1	ARID1A
1.0	3.1675	UTS2R	MET
1.0	3.136138613861386	RERE	COL18A1
1.0	3.105392156862745	KCNJ15	MET
1.0	3.075242718446602	ARSD	MET
1.0	3.045673076923077	AP1B1	CLTC
1.0	3.0166666666666666	FERMT3	MET
1.0	2.9882075471698113	TTLL4	NF2
1.0	2.960280373831776	VPS37D	NF2
1.0	2.9328703703703702	MLH3	MET
1.0	2.9059633027522938	HSBP1	ACTB
1.0	2.8795454545454544	RLIM	MET
1.0	2.8536036036036037	YBX1	MET
1.0	2.828125	AP1S3	CLTC
1.0	2.8030973451327434	DNAJC14	MET
1.0	2.7785087719298245	DYNLL2	MET
1.0	2.7543478260869567	CREG1	MET
1.0	2.730603448275862	PARG	MET
1.0	2.7072649572649574	AGAP1	MET
1.0	2.684322033898305	GOLGA4	PTEN
